"Westamerica Bancorporation","westamerica"
"First Northern Community Bancorp","first northern community bancorp"
"Merchants Holding Company","merchants holding company"
"Bank Of America Corporation","bank of america corporation"
"Wells Fargo & Company","wells fargo & company"
"Bnp Paribas","bnp paribas"
"Hometown Of Homestead Banking Company","hometown of homestead banking company"
"Arenzville Bancorp, Inc","arenzville bancorp"
"Anb Bancorp, Inc.","anb bancorp"
"Old Second Bancorp, Inc.","old second bancorp"
"Mascouten Bancorp, Inc.","mascouten bancorp"
"Midamerica National Bancshares, Inc.","midamerica national bancshares"
"Eagle Financial Corp.","eagle financial corporation"
"Butler Point, Inc.","butler point"
"Mb Financial, Inc.","mb financial"
"First Clinton Bancorporation, Inc.","first clinton"
"First American Bank Corporation","first american bank corporation"
"First Dwight Corporation","first dwight corporation"
"Elgin Bancshares, Inc.","elgin bancshares"
"Illinois National Bancorp, Inc.","illinois national bancorp"
"Premier Commerce Bancorp, Inc.","premier commerce bancorp"
"Community Investment Group, Ltd.","community investment group"
"First Lacon Corp.","first lacon corporation"
"Lasalle Bancorp, Inc.","lasalle bancorp"
"Lemont Bancorp, Inc.","lemont bancorp"
"Mackinaw Valley Financial Services, Inc.","mackinaw valley financial services"
"Resource Bancshares, Inc.","resource bancshares"
"Manhattan Bancshares, Inc.","manhattan bancshares"
"First Mid-Illinois Bancshares, Inc.","first mid-illinois bancshares"
"First Midwest Bancorp, Inc.","first midwest bancorp"
"Western Illinois Bancshares, Inc.","western illinois bancshares"
"Illinois Valley Bancorp, Inc.","illinois valley bancorp"
"First Ottawa Bancshares, Inc.","first ottawa bancshares"
"Edgar County Banc Shares, Inc.","edgar county banc shares"
"Agricultural Banking Corporation","agricultural banking corporation"
"Prophetstown Banking Co.","prophetstown banking co"
"Centrue Financial Corporation","centrue financial corporation"
"Sullivan Bancshares, Inc.","sullivan bancshares"
"First Neighborhood Bancshares, Inc. Employee Stock Ownership Plan","first neighborhood bancshares employee stock ownership plan"
"Tremont Bancorp, Inc.","tremont bancorp"
"Union County Bancshares, Inc.","union county bancshares"
"Headquarters Holding Company","headquarters holding company"
"Fnb Barry Bancorp, Inc","fnb barry bancorp"
"First Brownstown Bancorp, Inc","first brownstown bancorp"
"Cnb Bank Shares, Inc.","cnb bank shares"
"Southern Illinois Bancorp, Inc.","southern illinois bancorp"
"Prime Banc Corp.","prime banc corporation"
"Fairfield Bancshares, Inc.","fairfield bancshares"
"Bradford Bancorp, Inc.","bradford bancorp"
"South Central Bancorp, Inc.","south central bancorp"
"First Montgomery Bancorp, Inc.","first montgomery bancorp"
"Litchfield Bancshares Company","litchfield bancshares company"
"Market Street Bancshares, Inc.","market street bancshares"
"City National Bankcorp, Inc.","city national bankcorp"
"Mgb Bancshares, Inc.","mgb bancshares"
"First Of Murphysboro Corp.","first of murphysboro corporation"
"Farmers And Merchants Bancshares, Inc.","farmers and merchants bancshares"
"Okawville Bancshares, Inc.","okawville bancshares"
"Raymond Bancorp, Inc.","raymond bancorp"
"Old National Bancorp","old national bancorp"
"First Sandoval Bancorp, Inc.","first sandoval bancorp"
"First Bancorp Of Sparta, Ltd.","first bancorp of sparta"
"First Vandalia Corp.","first vandalia corporation"
"First Waterloo Bancshares, Inc.","first waterloo bancshares"
"Cedar Bancorp, Inc.","cedar bancorp"
"First National Bank Of North Arkansas Employee Stock Ownership Trust","first national bank of north arkansas employee stock ownership trust"
"Bear State Financial Holdings, Llc","bear state financial holdings llc"
"Dewitt First Bankshares Corporation","dewitt first bankshares corporation"
"Bancshares Of Eastern Arkansas, Inc.","bancshares of eastern arkansas"
"First Bank Corp","first bank corporation"
"State Holding Company","state holding company"
"First Paragould Bankshares, Inc.","first paragould bankshares"
"Simmons First National Corporation","simmons first national corporation"
"First National Capital Corporation","first national capital corporation"
"First National Corporation Of Wynne","first national corporation of wynne"
"First Bottineau, Inc.","first bottineau"
"Ramsey Financial Corporation And Affiliates Employee Stock Ownership Plan","ramsey financial corporation and affiliates employee stock ownership plan"
"Jbs, Inc.","jbs"
"Alerus Financial Corporation","alerus financial corporation"
"Hatton Bancshares, Inc.","hatton bancshares"
"Fnb Bankshares, Inc.","fnb bankshares"
"Fishback Financial Corporation","fishback financial corporation"
"Dcnb Holding Company","dcnb holding company"
"Lewis Banshares, Inc.","lewis banshares"
"Philip Bancorporation, Inc.","philip"
"South Dakota Bancshares, Inc.","south dakota bancshares"
"Minnehaha Banshares, Inc.","minnehaha banshares"
"Rcn Holding Company","rcn holding company"
"First Dakota Financial Corporation","first dakota financial corporation"
"Vision Bancshares, Inc.","vision bancshares"
"First Altus Bancorp, Inc.","first altus bancorp"
"Nbc Corp. Of Oklahoma","nbc corp of oklahoma"
"Myers Bancshares, Inc.","myers bancshares"
"First National Corporation Of Ardmore, Inc.","first national corporation of ardmore"
"Midstate Bancorp, Inc.","midstate bancorp"
"Spirit Bankcorp, Inc.","spirit bankcorp"
"First Broken Arrow Corporation","first broken arrow corporation"
"Allnations Bancorporation, Inc.","allnations"
"Farmers Bancapital Corporation, The","farmers bancapital corporation the"
"First Chandler Corp.","first chandler corporation"
"Peoples National Bancshares Of Checotah, Inc.","peoples national bancshares of checotah"
"Alfalfa County Bancshares, Inc.","alfalfa county bancshares"
"First Independent Bancorp, Inc.","first independent bancorp"
"Oklahoma Bancorporation, Inc.","oklahoma"
"First Coweta Corporation","first coweta corporation"
"Southwest Capital, L.L.c.","southwest capital llc"
"Citizens Bancshares, Inc., Esop","citizens bancshares esop"
"Western Oklahoma Financial Services, Inc.","western oklahoma financial services"
"Western Oklahoma Bancshares, Inc.","western oklahoma bancshares"
"Central Service Corporation","central service corporation"
"Erick Bancshares, Inc.","erick bancshares"
"S N B Bancshares, Inc.","s n b bancshares"
"First Fairland Bancshares, Inc.","first fairland bancshares"
"Fairview Bancshares, Inc.","fairview bancshares"
"Hooker National Bancshares, Inc.","hooker national bancshares"
"Laverne Bancshares, Inc.","laverne bancshares"
"Jrmb Ii, Inc","jrmb ii"
"First Lindsay Corporation","first lindsay corporation"
"H. Pat Henson Company, The","h pat henson company the"
"First Of Mcalester Corporation","first of mcalester corporation"
"Nbm Corporation","nbm corporation"
"Haines Financial Corp","haines financial corporation"
"First Miami Bancshares, Inc.","first miami bancshares"
"Eastman National Bancshares, Inc.","eastman national bancshares"
"Regent Capital Corporation","regent capital corporation"
"Grace Investment Company, Inc. Esop, The","grace investment company esop the"
"First Okmulgee Corporation","first okmulgee corporation"
"Valley Bancshares Incorporated","valley bancshares incorporated"
"George Madison Corporation, The","george madison corporation the"
"Pawnee Holding Company, Inc.","pawnee holding company"
"Central Bancshares Of Poteau, Inc.","central bancshares of poteau"
"First Pryor Bancorp, Inc.","first pryor bancorp"
"Mcclain County Bancorporation, Inc.","mcclain county"
"American Bancorporation, Inc.","american"
"Shattuck Bancshares, Inc.","shattuck bancshares"
"Stigler Bancorporation, Inc.","stigler"
"Southwest Bancorp, Inc.","southwest bancorp"
"Stroud Bancorp., Inc.","stroud bancorp"
"Texhoma Bancshares, Inc.","texhoma bancshares"
"First Thomas Ban Corp.","first thomas ban corporation"
"First Bancorp Of Oklahoma, Inc.","first bancorp of oklahoma"
"Bok Financial Corporation","bok financial corporation"
"Craco, Inc.","craco"
"First Wagoner Corporation","first wagoner corporation"
"First Bethany Bancorp, Inc.","first bethany bancorp"
"Garvin County Bancshares, Inc.","garvin county bancshares"
"International Bancshares Of Oklahoma, Inc.","international bancshares of oklahoma"
"Shamrock Bancshares Employee Stock Ownership Plan","shamrock bancshares employee stock ownership plan"
"Durant Bancorp, Inc.","durant bancorp"
"Southeast Capital Corporation Employee Stock Ownership Plan","southeast capital corporation employee stock ownership plan"
"Camden National Corporation","camden national corporation"
"First Bancorp, Inc., The","first bancorp the"
"Financial Corporation Of Louisiana","financial corporation of louisiana"
"Jeanerette First National Bancorp, Inc.","jeanerette first national bancorp"
"Capital One Financial Corporation","capital one financial corporation"
"Rnb Corp.","rnb corporation"
"Fcn Banc Corp.","fcn banc corporation"
"First National Bank Corp.","first national bank corporation"
"Horizon Bancorp","horizon bancorp"
"First Merchants Corporation","first merchants corporation"
"First Financial Corporation","first financial corporation"
"Lnb Community Bancorp","lnb community bancorp"
"Dearmin Bancorp, Inc.","dearmin bancorp"
"Svb&T Corporation","svb&t corporation"
"First Citizens Financial Corp.","first citizens financial corporation"
"W. J. Young & Co.","w j young & co"
"Blue Grass Bancorporation, Inc","blue grass"
"Northwest Financial Corp.","northwest financial corporation"
"A. M. Saylor, Incorporated","a m saylor incorporated"
"Midstates Bancshares, Inc.","midstates bancshares"
"Viking Corporation, The","viking corporation the"
"Logan Bancorporation, Inc.","logan"
"Manning Financial Services, Inc.","manning financial services"
"United Iowa Bancshares, Inc.","united iowa bancshares"
"Security National Corporation","security national corporation"
"Fnc., Inc.","fnc"
"Tama County Abstract Company","tama county abstract company"
"First Of Waverly Corporation","first of waverly corporation"
"Page Bancshares, Inc.","page bancshares"
"Young Partners, L.P.","young partners lp"
"Central Bancompany, Inc","central bancompany"
"Landrum Company","landrum company"
"First National Bancshares, Inc.","first national bancshares"
"Cardinal Bancorp, Inc.","cardinal bancorp"
"1889 Bancshares, Inc.","1889 bancshares"
"Exchange Bankshares Corporation Of Kansas","exchange bankshares corporation of kansas"
"Rawlins Bancshares, Inc.","rawlins bancshares"
"American Bancshares, Inc.","american bancshares"
"Prairie Star Bancshares, Inc.","prairie star bancshares"
"American State Bancshares, Inc.","american state bancshares"
"First National Bankshares Of Beloit, Inc.","first national bankshares of beloit"
"First Centralia Bancshares, Inc.","first centralia bancshares"
"First National Agency, Inc.","first national agency"
"Midwest Community Bancshares, Inc.","midwest community bancshares"
"Norcon Financial Corp.","norcon financial corporation"
"Dighton National Bancshares, Inc.","dighton national bancshares"
"Greenwood County Financial Services, Inc.","greenwood county financial services"
"Dickinson Financial Corporation Ii","dickinson financial corporation ii"
"First Frankfort Bancshares, Inc.","first frankfort bancshares"
"Mid-America Bancshares, Inc.","mid-america bancshares"
"Gn Bankshares, Inc.","gn bankshares"
"Community Bancshares Of Kansas, Inc.","community bancshares of kansas"
"Padgett Agency, Inc.","padgett agency"
"Mohler Bancshares, Inc.","mohler bancshares"
"Hope Bancshares, Inc.","hope bancshares"
"Elk County Bankshares, Inc.","elk county bankshares"
"First Kansas Bancshares, Inc.","first kansas bancshares"
"Central Of Kansas, Inc.","central of kansas"
"King Bancshares, Inc.","king bancshares"
"Kansas Bank Corporation","kansas bank corporation"
"Marion Bancshares, Inc.","marion bancshares"
"Republic Bancshares, Inc.","republic bancshares"
"Southeast Bancshares, Inc.","southeast bancshares"
"First Newton Bankshares, Inc.","first newton bankshares"
"Midland Financial Corporation","midland financial corporation"
"Osawatomie Agency, Inc., The","osawatomie agency the"
"Osborne Investments, Inc.","osborne investments"
"Winter Trust Of 12/3/74","winter trust of 12374"
"Overbrook Bankshares, Inc.","overbrook bankshares"
"Golden Plains Bankshares, Inc.","golden plains bankshares"
"Pratt Community Bancshares, Inc.","pratt community bancshares"
"Sjn Banc Co","sjn banc co"
"Sunflower Financial, Inc.","sunflower financial"
"Hoeme Family Partnership","hoeme family partnership"
"Solomon Bancshares, Inc.","solomon bancshares"
"Spearville Bancshares, Inc.","spearville bancshares"
"Farmers National Bancshares, Inc.","farmers national bancshares"
"Stockton Bancshares, Inc.","stockton bancshares"
"Summerfield Financial Services, Llc","summerfield financial services llc"
"Legacy Financial, Inc.","legacy financial"
"Emprise Financial Corporation","emprise financial corporation"
"Wamego Bancshares, Inc.","wamego bancshares"
"Washington 1st Banco, Inc.","washington 1st banco"
"Meader Insurance Agency, Inc.","meader insurance agency"
"Tri-County Financial Corporation","tri-county financial corporation"
"Intrust Financial Corporation","intrust financial corporation"
"Republic Financial Corporation","republic financial corporation"
"Cornerstone Alliance, Ltd.","cornerstone alliance"
"Delmarva Bancshares, Inc.","delmarva bancshares"
"First United Corporation","first united corporation"
"Sandy Spring Bancorp, Inc.","sandy spring bancorp"
"Communityone Bancorp","communityone bancorp"
"Citizens National Bancorp, Inc.","citizens national bancorp"
"Mountain Commerce Bancorp, Inc.","mountain commerce bancorp"
"First Mcminnville Corporation","first mcminnville corporation"
"First Pikeville Bancshares, Inc.","first pikeville bancshares"
"First Citizens Bancshares, Inc.","first citizens bancshares"
"First Horizon National Corporation","first horizon national corporation"
"Trustmark Corporation","trustmark corporation"
"Citizens National Banc Corp.","citizens national banc corporation"
"Cadence Bancorp Llc","cadence bancorp llc"
"First National Holding Company","first national holding company"
"Pontotoc Bancshares Corp.","pontotoc bancshares corporation"
"Century Financial Corporation","century financial corporation"
"Southern Michigan Bancorp, Inc.","southern michigan bancorp"
"Dart Financial Corporation","dart financial corporation"
